nm0000428	D.W. Griffith	1875	1948	director,writer,producer	tt0004972,tt0006864,tt0010484,tt0009559
nm0324473	Johann Wolfgang von Goethe	1749	1832	writer,soundtrack	tt0985699,tt0298845,tt12380806,tt4128226
nm0327201	Vasili Goncharov	1861	1915	director,writer,actor	tt0202131,tt0191382,tt0207193,tt0348306
nm0330352	Julia Swayne Gordon	1878	1933	actress	tt0192418,tt0007105,tt0014631,tt0004452
nm0331049	Charles Gorman	1865	1928	actor	tt0009721,tt0406938,tt0451334,tt0248484
nm0332182	Henri Gouget	\N	\N	actor	tt3752844,tt0400955,tt0311681,tt0443196
nm0333175	Axel Graatkjær	1885	1969	cinematographer,director,actor	tt0000988,tt0010953,tt0000599,tt0013496
nm0335788	Charley Grapewin	1869	1956	actor,soundtrack,writer	tt0028096,tt0032551,tt0026056,tt0032138
nm0338379	Tom Green	1852	1942	director,actor,writer	tt1254736,tt1254761,tt0000172,tt0213840
nm0339765	Carl Gregory	1882	1951	cinematographer,director,writer	tt0196720,tt0442098,tt0437659,tt0495944
nm0340020	René Gréhan	\N	\N	actor	tt1244117,tt3053504,tt1802472,tt0368755
nm0340719	Zane Grey	1872	1939	writer,director,actor	tt0024366,tt2363436,tt0027551,tt0018092
nm0346090	Señora Guerra	\N	\N	actress	tt0000632,tt0004482,tt0000885
nm0346387	Arthur Guest	1857	1937	actor	tt0000615
nm0346933	Luis Guilemany	\N	\N	actor	tt0000655
nm0347320	Àngel Guimerà	1847	1924	writer,director,soundtrack	tt0191561,tt0046431,tt0014345,tt0004306
nm0347565	Enrique Guitart padre	\N	\N	actor	tt0000622,tt0003807
nm0347566	Enrique Guitart	1909	1999	actor	tt0038921,tt0042406,tt0203156,tt0043011
nm0347571	Trini Guitart	\N	\N	actress	tt0000622
nm0349492	Eliseo Gutiérrez	1885	1929	actor	tt0191402,tt4622708,tt0000692,tt0190999
nm0349785	Alice Guy	1873	1968	director,producer,writer	tt0003365,tt0005790,tt0004833,tt0003676
nm0353575	Walter Haggar	1880	1953	actor	tt0231445,tt0892114,tt0000520,tt0000722
nm0353576	William Haggar	1851	1925	director,producer,editor	tt0989882,tt0925256,tt0925290,tt0925292
nm0353584	H. Rider Haggard	1856	1925	writer	tt5249144,tt0089421,tt2292558,tt0029081
nm0354726	Louis Halberstadt	1880	1961	director	tt0000559,tt0000566
nm0354803	Edith Haldeman	1905	1984	actress	tt0350639,tt0328061,tt0223155,tt0373100
nm0357890	Gustave Hamilton	1871	1951	actor	tt0039179,tt0026859,tt0143249,tt1209428
nm0358349	Joë Hamman	1883	1974	actor,director,writer	tt0156582,tt0365676,tt0443311,tt0486302
nm0364516	Caroline Harris	1866	1937	actress	tt0007243,tt0006638,tt0005682,tt0007743
nm0366008	Robert Harron	1893	1920	actor,art_department,cinematographer	tt0006864,tt0006826,tt0008379,tt0009559
nm0366511	Ruth Hart	1886	1952	actress	tt0001067,tt0001079,tt0001283,tt0000907
nm0366586	William S. Hart	1864	1946	actor,director,producer	tt0008362,tt0010476,tt0009550,tt0009600
nm0366609	Betty Harte	1882	1965	actress,writer	tt0443818,tt0001873,tt0234847,tt0354677
nm0366610	Bret Harte	1836	1902	writer	tt0009709,tt0014907,tt0013173,tt0016072
nm0368434	Karl Hasselmann	1883	1966	cinematographer,actor	tt0014447,tt0013469,tt0129887,tt0033471
nm0369058	Raymond Hatton	1887	1971	actor,soundtrack	tt0024663,tt0050545,tt0031528,tt0034505
nm0373341	Guy Hedlund	1884	1964	actor,director,writer	tt0370626,tt0001459,tt0495860,tt0001217
nm0374658	William Heise	1847	1910	cinematographer,director,producer	tt0241715,tt0229665,tt0241393,tt0285863
nm0376396	Dell Henderson	1883	1956	actor,director,writer	tt0181744,tt0011097,tt0011677,tt0019379
nm0376442	Grace Henderson	1860	1944	actress,writer	tt0001319,tt0000832,tt0002535,tt0001439
nm0376829	Anita Hendrie	1863	1940	actress	tt0001077,tt0000958,tt0000801,tt0000792
nm0377958	O. Henry	1862	1910	writer	tt0037600,tt0040168,tt0032341,tt0050045
nm0378407	Barbara Hepworth	1904	1997	actress	tt0350827,tt1196221,tt0000498
nm0378408	Cecil M. Hepworth	1873	1953	cinematographer,producer,director	tt0308231,tt0000309,tt0000420,tt0000498
nm0380965	Jean Hersholt	1886	1956	actor,director,soundtrack	tt0028988,tt0022660,tt0015881,tt0018451
nm0381874	André Heuzé	1880	1942	writer,director,actor	tt1171675,tt0451423,tt0451428,tt0000505
nm0384754	Violette Hill	\N	\N	actress	tt0000669
nm0386036	Carl Hintz	1869	1926	actor	tt2436368,tt2426100,tt2442724,tt0243938
nm0390479	Holger-Madsen	1878	1943	director,actor,writer	tt2232420,tt0127028,tt2401112,tt2275704
nm0393524	Thomas Hood	\N	\N	writer	tt1880356,tt0068149,tt0000764,tt0212119
nm0395216	E.W. Hornung	1866	1921	writer	tt0021281,tt0025833,tt0032963,tt0015569
nm0395438	David Horsley	1873	1933	producer,miscellaneous	tt0004733,tt0175718,tt0005736,tt0157741
nm0400103	Ángel Huerta	\N	\N	cinematographer	tt0000739,tt0000584
nm0401076	Victor Hugo	1802	1885	writer,soundtrack	tt1084958,tt1707386,tt0116583,tt0119683
nm0401368	Gladys Hulette	1896	1991	actress,writer	tt0017206,tt0175724,tt0014874,tt0012763
nm0401967	William Humphrey	1863	1942	actor,director,writer	tt0010997,tt0223437,tt0167013,tt0009891
nm0408433	Ralph Ince	1887	1937	director,actor,writer	tt0003391,tt0012280,tt0004229,tt0017358
nm0408436	Thomas H. Ince	1880	1924	producer,miscellaneous,director	tt0002669,tt0005166,tt0005193,tt0005149
nm0409390	Charles Inslee	1870	1922	actor,director,writer	tt0000748,tt0000628,tt0011908,tt0000629
nm0410331	Washington Irving	1783	1859	writer	tt3055374,tt9899970,tt0051312,tt0162661
nm0419327	Victorin-Hippolyte Jasset	1862	1913	director,writer,assistant_director	tt0311681,tt0445268,tt0400955,tt0002588
nm0420198	Joseph Jefferson	1829	1905	actor,writer	tt0000464,tt0012627,tt0006030,tt0004537
nm0421454	Gerda Jensen	\N	\N	actress	tt2951780,tt0000588,tt0000555
nm0421945	Rigmor Jerichau	1887	1960	actress	tt0001240,tt0129172,tt0130997,tt0001258
nm0422149	Margrete Jespersen	1881	1947	actress	tt0000541,tt2439452,tt0000556,tt2439392
nm0422465	Ethel Jewett	1877	1944	actress	tt0495439,tt0012684,tt0005335,tt0842803
nm0422809	Eduardo Jimeno	\N	\N	director,cinematographer	tt0000167,tt2271585
nm0422930	Enrique Jiménez	\N	\N	actor,director	tt0000673,tt0000885,tt0176294,tt0003746
nm0424530	Arthur V. Johnson	1876	1916	actor,director,writer	tt0000628,tt0000697,tt0003675,tt0337827
nm0425854	Millard Johnson	1871	\N	writer,cinematographer,producer	tt0000574,tt0794362
nm0435118	Kaiser Wilhelm II	1859	1941		tt0454492,tt0000024,tt0435650,tt0418783
nm0443482	Charles Kayser	1878	1966	actor	tt0000005
nm0448667	Betty Kent	\N	\N	actress	tt0000634
nm0448682	Charles Kent	1852	1923	actor,director,writer	tt0338498,tt0327479,tt0002031,tt0328057
nm0449435	Aurel Kern	1871	1928	composer	tt0000376
nm0453315	Eero Kilpi	1882	1954	actor	tt0138560,tt0047499,tt0125935,tt0133909
nm0454367	King Alfonso XIII	1886	1941		tt0449380,tt0331553,tt0000216,tt0176562
nm0454375	King Frederik VIII	1843	1912		tt0420720,tt1187029,tt0484990,tt0417730
nm0455237	Rose King	1884	1967	actress	tt0001033,tt0000833,tt0000981,tt0421916
nm0456804	James Kirkwood	1876	1963	actor,director,writer	tt0010292,tt0006662,tt0009218,tt0373192
nm0462306	Geneviève Koch	\N	\N	actress	tt0000351,tt0000378,tt0000360
nm0464189	Klara Kollent	\N	\N	actress	tt0000847
nm0466448	Kornerek	\N	\N		tt0000376
nm0470250	Robert Krause	\N	\N	production_designer	tt0000535,tt0000555,tt0000583,tt0000617
nm0471818	Jan Krízenecký	1868	1921	director,cinematographer	tt8742662,tt0000174,tt0000190,tt0393525
nm0480825	Paul Laffitte	1864	1949	writer	tt0030700,tt0026446
nm0483056	Albert Lambert	1865	1941	actor	tt0481900,tt0459750,tt0435327,tt0000637
nm0488932	Viggo Larsen	1880	1957	director,actor,producer	tt6379282,tt0000883,tt0460248,tt0002157
nm0491819	Henri Lavedan	1859	1940	writer	tt0191978,tt0459750,tt0898272,tt4960338
nm0492757	Florence Lawrence	1886	1938	actress	tt0200577,tt0200909,tt0143358,tt0000754
nm0494039	Charles Le Bargy	1858	1936	actor,director	tt0237838,tt3946686,tt0435327,tt0000637
nm0495051	Carlos Leal	\N	\N	actor	tt0000613,tt0179706,tt0000836
nm0502701	Marion Leonard	1881	1956	actress,writer	tt0000792,tt0002566,tt0339894,tt0003363
nm0502752	Robert Z. Leonard	1889	1968	director,actor,producer	tt0020827,tt0027698,tt0005575,tt0013487
nm0503227	Vittoria Lepanto	1885	1965	actress	tt0000998,tt0270217,tt0212022,tt0383482
nm0509478	Theodore A. Liebler Jr.	1886	1975	writer	tt0004179,tt0014517,tt0143154,tt0000501
nm0509806	Jean Liézer	\N	\N	actor	tt0020656,tt0256077,tt0256067,tt0190433
nm0511080	Schiøler Linck	1878	1952	actor	tt0253282,tt0018428,tt0000862,tt0124297
nm0511729	Max Linder	1883	1925	actor,director,writer	tt0013674,tt0127834,tt0010562,tt0011948
nm0515873	María Llorente	\N	\N	actress	tt0000723
nm0518132	Ella Lola	1883	\N		tt0241000,tt0000192
nm0518711	Jack London	1876	1916	writer,actor	tt5515966,tt7504726,tt0019787,tt6412452
nm0519303	Henry Wadsworth Longfellow	1807	1882	writer,soundtrack	tt0013735,tt3947816,tt0040977,tt0051312
nm0519310	Stephanie Longfellow	1882	\N	actress	tt0000807,tt0001050,tt0001243,tt0362828
nm0520524	André de Lorde	1871	1933	writer,actor	tt0489953,tt0038477,tt0021627,tt0199712
nm0520648	María Lorente	\N	\N	actress	tt0000622
nm0523316	Emily Lowry	1909	1959	actress	tt0204534,tt0023769,tt0204530,tt0212904
nm0524306	Wilfred Lucas	1871	1940	actor,director,writer	tt0010168,tt0027977,tt0009393,tt0009560
nm0525876	Knud Lumbye	1875	1938	actor,writer,director	tt0253282,tt0456632,tt2358534,tt2349898
nm0525900	Mrs. Auguste Lumiere	1874	1963		tt0221930,tt0222259,tt0791136,tt0000012
nm0525907	Antoine Lumière	1840	1911		tt0151416,tt0221930
nm0525908	Auguste Lumière	1862	1954	producer,director,actor	tt0000012,tt8488118,tt1188712,tt8485720
nm0525910	Louis Lumière	1864	1948	producer,director,cinematographer	tt0000014,tt6231346,tt1167665,tt1736627
nm0526168	Gustav Lund	\N	\N	actor,director,writer	tt0000758,tt0000595,tt0000583,tt0020378
nm0526190	Jørgen Lund	1873	1941	actor,production_designer,director	tt0005529,tt0124925,tt2409490,tt0001195
nm0531584	Marc McDermott	1871	1929	actor	tt0014972,tt0001576,tt0011002,tt0350688
nm0532622	Alfred Machin	1877	1929	director,writer,cinematographer	tt1915565,tt0444888,tt0015006,tt0444886
nm0533958	Charles MacMahon	1861	1917	director,writer,producer	tt0203505,tt0000615
nm0534221	Jeanie Macpherson	1886	1946	actress,writer,director	tt0001405,tt0004325,tt0463216,tt0005059
nm0535230	Mads Anton Madsen	1880	1968	cinematographer	tt0130065,tt0127054,tt0842716,tt0253282
nm0535957	Luigi Maggi	1867	1946	director,actor,writer	tt0000776,tt0821974,tt0279673,tt0202566
nm0536252	Pierre Magnier	1869	1959	actor,director,writer	tt0160166,tt0205311,tt0333609,tt0031885
nm0537222	Léon Mathot	1886	1968	actor,director,writer	tt0171593,tt0210171,tt0195586,tt0443311
nm0538186	Charles Major	1856	1913	writer	tt0014854,tt0013750,tt0015518,tt0006128
nm0542567	Charles Manley	1830	1916	actor	tt0000414,tt0004313,tt0000341,tt0000340
nm0542903	Nathaniel D. Mann	\N	\N	composer	tt0000679
nm0547329	Jeanne Marie-Laurent	1877	1964	actress	tt0006206,tt0016491,tt0020259,tt2122391
nm0547928	Marc Mario	\N	\N	actor,writer	tt0437953,tt0461420,tt0437419,tt0436093
nm0549760	José Marques	\N	\N	actor	tt0000664
nm0550220	Alberto Marro	1878	1956	director,writer,cinematographer	tt0003874,tt0004406,tt0004653,tt0004720
nm0554499	Juan Martí	\N	\N	actor	tt0000655
nm0555522	Arthur Marvin	1859	1911	cinematographer,director,camera_department	tt0300052,tt0291476,tt0000412,tt0233612
nm0556371	Antonio Masia	\N	\N	actor	tt0000165
nm0557471	Masso	\N	\N	actor	tt0000805
nm0558863	Julienne Mathieu	\N	\N	actress	tt0855777,tt1676956,tt0449867,tt0450195
nm0560943	Guy de Maupassant	1850	1893	writer	tt11212486,tt0019589,tt0057603,tt0953485
nm0561109	Clément Maurice	1853	1933	producer,director,cinematographer	tt0000306,tt1649437,tt0488574,tt0395983
nm0561489	Édouard de Max	1869	1924	actor	tt0178078,tt0259688,tt0014277,tt0177517
nm0563758	Juan Mañe	\N	\N	actor	tt0000165
nm0565560	Winsor McCay	1871	1934	writer,director,producer	tt0126880,tt0002260,tt0004008,tt11581382
nm0567363	Wallace McCutcheon	1862	1918	director,cinematographer,writer	tt0000546,tt0234341,tt0231757,tt1459457
nm0568282	Claire McDowell	1877	1966	actress	tt0015624,tt0016641,tt0011439,tt0012593
nm0577734	Gaston Méliès	1852	1915	producer,director,actor	tt2268248,tt1123935,tt0228141,tt0399512
nm0579494	Henri Ménessier	1882	1948	production_designer,art_director,set_decorator	tt0019855,tt0017917,tt0025027,tt0006541
nm0581353	George Merriman	1879	1934	actor	tt0000615
nm0581499	Violet Mersereau	1892	1975	actress	tt0013430,tt0009708,tt0015323,tt0247217
nm0582268	Oskar Messter	1866	1943	producer,director,writer	tt0455216,tt0007534,tt0842932,tt2271557
nm0582380	Metas	\N	\N	actress	tt0000632
nm0587097	David Miles	1871	1915	actor,director	tt0001077,tt1487950,tt1487900,tt1502880
nm0587134	Herbert Miles	\N	\N	actor	tt0000772,tt0001071,tt0000685,tt0000787
nm0588295	Elizabeth Miller	\N	\N	actress,writer	tt1225811,tt1276429,tt1215110,tt0002346
nm0592634	María Miró	\N	\N	actress	tt0000805,tt0000632
nm0595213	Ben Model	1962	\N	composer,music_department,producer	tt0845552,tt0107897,tt0000229,tt0013597
nm0595321	Gaston Modot	1887	1970	actor,writer,director	tt0028950,tt0267971,tt0031885,tt0037674
nm0596942	Molière	1622	1673	writer,soundtrack,miscellaneous	tt0017448,tt0026069,tt0154249,tt0017193
nm0599781	Frank Montgomery	1870	1944	director,actor,writer	tt0362090,tt0765204,tt0199435,tt0443818
nm0600341	Carlo Montuori	1885	1968	cinematographer,camera_department,director	tt0049839,tt0022524,tt0040522,tt0000656
nm0601061	Clement Moore	1779	1863	writer,soundtrack	tt0002392,tt3534894,tt6086270,tt6337052
nm0601698	Owen Moore	1884	1939	actor,writer,soundtrack	tt0011573,tt0004961,tt0012043,tt0029606
nm0601940	Thomas Moore	1779	1852	soundtrack,writer	tt0010325,tt1386588,tt0029076,tt5027774
nm0602663	Juan Morales	\N	\N	actor,set_decorator	tt0004345,tt0000514,tt0019844,tt0000622
nm0603447	Émile Moreau	1877	1959	writer	tt0177912,tt0178728,tt1000092,tt0016065
nm0604384	Harry T. Morey	1873	1936	actor,cinematographer,producer	tt0185913,tt0010289,tt0012937,tt0012444
nm0607104	Chick Morrison	1878	1924	actor	tt0013759,tt0011973,tt0005070,tt0006849
nm0607273	Pete Morrison	1890	1973	actor,producer,stunts	tt0016778,tt0016694,tt0014079,tt0016825
nm0609678	Alfred Moul	1852	1924	director	tt0000121
nm0609814	Jean Mounet-Sully	1841	1916	actor	tt0000886,tt0492275,tt0449855,tt0459917
nm0610618	Umberto Mozzato	1879	1947	actor,director,writer	tt0906559,tt0794148,tt0143149,tt0003740
nm0612348	Eugene Mullin	1894	1967	writer,director	tt0869991,tt0496154,tt0125564,tt0012629
nm0613214	L. Munsal	\N	\N	actor	tt0000723
nm0613286	Señora Muntal	\N	\N	actress	tt0000805
nm0615155	Marie Murray	1882	1967	actress	tt0136497,tt0000439,tt0002690,tt0000669
nm0617272	Emilia Márkus	1860	1949	actress	tt0242738,tt0241191,tt0027771,tt0240702
nm0617588	Georges Méliès	1861	1938	director,actor,producer	tt0215737,tt0002113,tt0223267,tt0000091
nm0618000	Valdemar Møller	1885	1947	actor	tt0459061,tt0271815,tt0124153,tt0124154
nm0622273	Francesca Nathansen	1864	\N	actress	tt0000442
nm0623817	Hazel Neason	1891	1920	actress,writer	tt0002261,tt0365423,tt0199551,tt0199325
nm0623866	Clara Nebelong	1881	1943	actress	tt0188039,tt3125484,tt2404004,tt2404012
nm0624446	Fernanda Negri Pouget	1889	1955	actress	tt0000630,tt0003489,tt0184691,tt0167871
nm0626131	Alberto Nepoti	1876	1937	actor,director	tt0212022,tt0000998,tt0160116,tt0173830
nm0629589	George Nichols	1864	1927	actor,director,writer	tt0339218,tt0012600,tt0013138,tt0015133
nm0630737	Arnold Richard Nielsen	1877	1951	writer	tt0000602,tt1799086,tt2951780,tt3125484
nm0631776	Linda Niko	1853	1905		tt0000376
nm0632577	Emilia Nirschy	1889	1976	actress	tt0000376,tt7126050
nm0634472	Alejandro Nolla	1881	1944	actor	tt0034876,tt0029251,tt0025949,tt0034864
nm0634629	Lucien Nonguet	1869	1955	director,writer,assistant_director	tt0249691,tt0458694,tt0459006,tt0459014
nm0635805	Frank Norris	1870	1902	writer	tt0015881,tt0005733,tt0013404,tt0004473
nm0639631	John B. O'Brien	1884	1936	actor,director,writer	tt0006583,tt0007667,tt0131387,tt4481158
nm0642722	Anthony O'Sullivan	1855	1920	actor,director,writer	tt0363671,tt0383512,tt0383713,tt0254875
nm0644728	Charles Ogle	1865	1940	actor,make_up_department	tt0008499,tt0011998,tt0011785,tt0012828
nm0646058	Sidney Olcott	1873	1949	director,actor,writer	tt0015145,tt0006027,tt1791509,tt0182778
nm0646844	Francisco Oliver	\N	\N	cinematographer,director,writer	tt0002040,tt0000799,tt0002511,tt0009230
nm0647719	Lauritz Olsen	1872	1955	actor,director,writer	tt2343712,tt2330466,tt2411058,tt0000583
nm0647763	Ole Olsen	1863	1943	producer,director,cinematographer	tt0008100,tt0000599,tt0128813,tt0002646
nm0648372	Roberto Omegna	1876	1948	director,cinematographer,writer	tt0208441,tt0788162,tt1620520,tt0906574
nm0651029	P. Ortin	\N	\N	actor	tt0005815,tt0000885,tt0000632
nm0652898	Elita Proctor Otis	1851	1927	actress	tt0000966,tt0000990,tt0011806,tt2304935
nm0653028	Fred Ott	1860	1936	assistant_director	tt0177707,tt0285265,tt0000008,tt0240514
nm0653042	John Ott	1850	1931	actor	tt0000005
nm0656425	Alfred Paget	1879	1919	actor,director	tt0007617,tt0006864,tt0005719,tt0384880
nm0657268	Miguel de Palacios	1863	1920	soundtrack,writer	tt0064102,tt0208070,tt0031112,tt0088954
nm0658775	Amleto Palormi	\N	\N	actor	tt0000950
nm0659947	Paul Panzer	1872	1958	actor,director	tt0009739,tt0019696,tt0000754,tt0000486
nm0661362	José Parera	\N	\N	actor	tt0000514
nm0665572	Charles Pathé	1863	1957	producer,director,writer	tt1029287,tt1029397,tt0002113,tt1012810
nm0666972	Robert W. Paul	1869	1943	producer,cinematographer,director	tt0000170,tt0202024,tt0250634,tt0001141
nm0667386	Charles Paulus	\N	\N	cinematographer,producer	tt0444711,tt0472997,tt0822042,tt7340824
nm0670740	Gyula Pekár	1867	1937	writer	tt0029099,tt0241662,tt0922523,tt4901496
nm0674185	Charles Perley	1885	1933	actor	tt0346721,tt0184032,tt0168581,tt0425868
nm0674518	Charles Perrault	1628	1703	writer	tt1587310,tt1661199,tt0053285,tt0042332
nm0674600	Léonce Perret	1880	1935	director,actor,writer	tt0009858,tt0003883,tt0438177,tt0319773
nm0675140	Joseph Perry	1863	1943	director,writer,cinematographer	tt0189574,tt0189984,tt2152022,tt2319712
nm0675239	Orrie Perry	1888	1950	cinematographer,actor	tt0000335,tt0000574,tt0336770,tt0322792
nm0675260	Reg Perry	1890	1981	actor,cinematographer	tt0006062,tt11106998,tt0000574,tt0000335
nm0675388	Guillermo Perrín	1875	1923	soundtrack,writer	tt0208070,tt0088954,tt0064102,tt0031112
nm0675544	Thomas Persons	1880	\N	director,cinematographer,editor	tt0000668,tt0221562,tt0157293,tt0221328
nm0676941	Robert Storm Petersen	1882	1949	actor,director,writer	tt0347136,tt0000583,tt0347275,tt1799086
nm0677318	Mortimer Peterson	1867	1920	producer	tt0196419,tt0199310,tt0000169
nm0677609	Valentine Petit	1873	1951	actress	tt0008572,tt0437827,tt0438000,tt0009275
nm0679086	Angelo Pezzaglia	1855	1915	actor	tt0192394,tt1219138,tt1178089,tt0000998
nm0680383	Edwin R. Phillips	1872	1915	actor,director	tt0343186,tt0001432,tt0247214,tt0339301
nm0680887	William Phillips	\N	\N	actor	tt0000634,tt0003790
nm0681927	Jack Pickford	1895	1933	actor,director,producer	tt0016832,tt0016690,tt0008687,tt0009574
nm0681933	Mary Pickford	1892	1979	actress,producer,writer	tt0008188,tt0010267,tt0019788,tt0024539
nm0684029	José Pineda	\N	\N	writer,actor	tt0000514,tt0379137,tt0002156,tt0439344
nm0684607	Francisco Pinto Moreira	\N	\N	director	tt0000053,tt0138358,tt0138450
nm0684773	Elith Pio	1887	1983	actor	tt0005529,tt0271815,tt0123943,tt2436426
nm0687752	Antonio Plácido	\N	\N	actor	tt0000696,tt0000664
nm0691994	Franz Porten	1859	1932	director,writer,actor	tt0000610,tt0492819,tt6223440,tt6350952
nm0691995	Henny Porten	1890	1960	actress,producer,writer	tt0010962,tt0022096,tt0021581,tt0012281
nm0691996	Rosa Porten	1884	1972	writer,actress,director	tt0928042,tt0980990,tt0928035,tt6223440
nm0692105	Edwin S. Porter	1870	1941	director,cinematographer,writer	tt1932747,tt0006279,tt0000757,tt0004654
nm0693275	Gertie Potter	\N	\N	actress	tt2010874,tt0000621,tt2184133,tt0172340
nm0696078	Eugene Wiley Presbrey	1853	1931	writer	tt0005968,tt0015569,tt0052111,tt0008489
nm0697563	Antonio Primo	\N	\N	actor	tt0000696
nm0697944	Herbert Prior	1867	1954	actor,writer,director	tt0017555,tt0003279,tt0002905,tt0008029
nm0698645	Alexandre Promio	1868	1926	director,cinematographer,writer	tt7647652,tt1741490,tt1192423,tt11662042
nm0698839	Yakov Protazanov	1881	1945	director,writer,actor	tt0028622,tt0014646,tt0021268,tt0194666
nm0699710	José Pubill	\N	\N	actor	tt0056911,tt0003113,tt0000655
nm0700930	Teuvo Puro	1884	1956	actor,director,writer	tt0138553,tt0215990,tt0138846,tt0138661
nm0701090	Alexander Pushkin	1799	1837	writer,soundtrack	tt4136084,tt2258477,tt0015772,tt0174157
nm0703545	Ana Quijada	\N	\N	actress	tt0000799
nm0704334	Billy Quirk	1873	1926	actor,director	tt0014431,tt0012440,tt0215495,tt1344125
nm0706854	Teppo Raikas	1883	1916	actor,writer,director	tt0000618,tt0138846,tt0202400,tt0229216
nm0710362	William V. Ranous	1857	1915	actor,director,producer	tt0000750,tt0000734,tt2440348,tt0000709
nm0711337	Holger Rasmussen	1870	1926	actor,director,writer	tt0001017,tt2355266,tt1240449,tt0127264
nm0712213	Alex Rautio	1857	1916	actor	tt0229216,tt0000618
nm0714557	Enoch J. Rector	1863	1957	director,cinematographer,editor	tt0381108,tt0000147
nm0719480	Joaquim Renez	\N	\N	actor	tt0330246,tt0192681,tt0000775,tt0143855
nm0721526	Émile Reynaud	1844	1918	director,animation_department,writer	tt0000003,tt2184231,tt0413219,tt2184201
nm0722712	Antonio Riba	\N	\N	actor	tt0000514
nm0727622	Viking Ringheim	1880	1954	actor	tt2426262,tt0000595,tt2432584,tt2347322
nm0728289	William S. Rising	1852	1930	actor,director	tt0003689,tt1742681,tt0003008,tt0000519
nm0729044	Duque de Rivas	1791	1865	writer	tt0000676,tt2812286,tt14345382,tt1193573
nm0730386	Jess Robbins	1886	1973	director,writer,cinematographer	tt0346729,tt0183803,tt0015056,tt0019103
nm0732264	Gabrielle Robinne	1886	1980	actress	tt2585584,tt0031840,tt0199732,tt0003325
nm0732651	Gertrude Robinson	1890	1962	actress	tt0000685,tt0212970,tt0001452,tt0000816
nm0734207	William T. Rock	1853	1916	actor,producer	tt0000528,tt0181715,tt0143983
nm0735618	Cecilio Rodríguez de la Vega	\N	\N	actor	tt0000674,tt0211291,tt0015533,tt0001184
nm0741382	Frank Oakes Rose	1849	1922	actor,director,cinematographer	tt0002010,tt0000582,tt0005018,tt0005026
nm0742777	Joe Rosenthal	1864	1946	cinematographer,director,camera_department	tt1959412,tt1946517,tt0208567,tt0000443
nm0742958	Salvador Rosich	1884	1920	actor	tt0000692
nm0744231	Laura Rossi	\N	\N	composer,music_department	tt1047011,tt4163668,tt7515456,tt0490166
nm0745457	Herman Rottger	1881	1917	actor	tt0003727,tt0004265,tt0000582,tt0300431
nm0749659	Emilio Ruiz Santiago	\N	\N	actor	tt0013544,tt0015659,tt0015533,tt0019263
nm0762935	Emilie Sannom	1886	1931	actress,writer	tt0496707,tt0130063,tt0011208,tt0001240
nm0764346	Tom Santschi	1878	1931	actor,director,miscellaneous	tt0007988,tt0022028,tt0004630,tt0017463
nm0765026	Victorien Sardou	1831	1908	writer	tt0005930,tt0049864,tt0018592,tt0002101
nm0767008	Mademoiselle Saunières	\N	\N	actress	tt0000971
nm0768187	Laura Sawyer	1885	1970	actress,writer	tt0004432,tt0004834,tt0008726,tt0005176
